Unique ID,Instrument name,Type,Status,Jurisdiction covered,Share of jurisdiction emissions covered,Price on 1 April,2020.0_x,2021.0_x,2022.0_x,2023.0_x,2024.0_x,2025.0_x,Change,Government revenue,2019.0_x,2020.0.1,2021.0.1,2022.0.1,2023.0.1,2024.0.1,Change.1,Gases covered,Electricity and heat,Industry,Mining and extractives,Transport,Aviation,Buildings,"Agriculture, forestry and fishing fuel use",Agricultural emissions,Waste,LULUCF,Fuels covered,Allocation approaches,Price or market management,Point of Regulation,Offset eligibility,Description,Recent developments,Coverage,Pricing and allocation,Compliance,Relation to other instruments,Name of the initiative,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0_y,2020.0_y,2021.0_y,2022.0_y,2023.0_y,2024.0_y,2025.0_y,Unique ID_price,Name of the initiative_price,Instrument Type,Region,Income group,Metric,1990.0_price,1991.0_price,1992.0_price,1993.0_price,1994.0_price,1995.0_price,1996.0_price,1997.0_price,1998.0_price,1999.0_price,2000.0_price,2001.0_price,2002.0_price,2003.0_price,2004.0_price,2005.0_price,2006.0_price,2007.0_price,2008.0_price,2009.0_price,2010.0_price,2011.0_price,2012.0_price,2013.0_price,2014.0_price,2015.0_price,2016.0_price,2017.0_price,2018.0_price,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,Jurisdiction,Status_revenue,Type_revenue,Country income group,Metric_revenue,1990.0_revenue,1991.0_revenue,1992.0_revenue,1993.0_revenue,1994.0_revenue,1995.0_revenue,1996.0_revenue,1997.0_revenue,1998.0_revenue,1999.0_revenue,2000.0_revenue,2001.0_revenue,2002.0_revenue,2003.0_revenue,2004.0_revenue,2005.0_revenue,2006.0_revenue,2007.0_revenue,2008.0_revenue,2009.0_revenue,2010.0_revenue,2011.0_revenue,2012.0_revenue,2013.0_revenue,2014.0_revenue,2015.0_revenue,2016.0_revenue,2017.0_revenue,2018.0_revenue,2019.0_revenue,2020.0_revenue,2021.0_revenue,2022.0_revenue,2023.0_revenue,2024.0_revenue
ETS_CN_Shenzhen,Shenzhen pilot ETS,ETS,Implemented,Shenzhen,"37% of jurisdiction emissions, 0.0351% of global emissions",US$7 (RMB47),2.384538506,1.12000487,0.641630496,8.769017981,8.95609028,6.533762589,1.740053294,US$ million (2024) (RMB million),,0.376610505,,3.767787357,,,,CO2,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Coal,"Free allocation (Grandfathering), Free allocation (Intensity-based)",None (two auctions historically),Downstream,"Yes, with quantitative limit","The Shenzhen pilot ETS is the first Chinese pilot ETS, launching an intensity-based cap-and-trade system in the city of Shenzhen. It is the only Chinese pilot at the sub-provincial level. The Shenzhen pilot ETS is seen as a means for stable economic growth and comprehensive sustainable development. The total amount of emission allowances is the bottom-up combination of the free allowances to each covered business entity.","In 2024, the Shenzhen Environment and Ecology Bureau (EEB) updated its coverage list for compliance year 2023, removing 87 companies from the list of covered entities and adding 103 companies to the list.

In August, the EEB published the allocation plan for 2024, which expanded coverage to data centers and solid waste, and broadened the service industry inclusion by adding accommodation and catering, wholesale and retail, warehousing and postal services, software and information services,, government agencies and public institutions. Also from 2024,  green power purchased in the power market, in addition to CCERs and local offset credits, can be used to fulfil the shortfall in compliance obligation. ","The Shenzhen pilot ETS applies to CO2 emissions from the industry, power, buildings and transport sectors.","Free allocation (Grandfathering), Free allocation (Intensity-based), Auctioning
",Annual,"Coverage of power sector emissions was transferred to the the Chinese national ETS. 

Shenzhen has pioneered cross-regional cooperation. In 2014, Shenzhen and Baotou signed the 'Memorandum of Strategic Cooperation on the Construction of Carbon Trading Systems.' As a consequence of this, six companies in Baotou city of the Inner Mongolia Autonomous Region were covered in Shenzhen market on a voluntary basis as of June 2016.",Shenzhen pilot ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002966652549725,0.0003483509951162,0.0003493304961718,0.0003566355758437,0.0003630181517973,0.0004459967540293,0.000484792768433,0.0005003016333545,0.0005286701581727,0.0003512013165026,0.0003512013165026,ETS_CN_Shenzhen,Shenzhen pilot ETS,ETS,East Asia & Pacific,Upper middle income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,4.635095893,12.9912362,5.983657258,5.666419157,5.3649688,6.7355069,0.552741359,2.384538506,1.12000487,0.641630496,8.769017981,8.95609028,6.533762589,Shenzhen,Implemented,ETS,Upper middle income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.325081677,0.0,0.0,0.0,0.0,0.0,0.376610505,0.0,3.767787357,0.0,
Tax_SG,Singapore carbon tax,Carbon tax,Implemented,Singapore,"71% of jurisdiction emissions, 0.0996% of global emissions",US$19 (S$25),3.51024993,3.713606655,3.6856848,3.767897513,18.47882327,18.61920012,4x,US$150 million (2024) (S$204 million),,138.7473994,154.147664,142.0877306,158.7593125,150.2729821,0.08306882,"CO2, CH4, N2O, HFCs, SF6, PFCs, NF3",Yes,Yes,Yes,No,No,No,No,No,Yes,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Waste as fuel; Jet fuel; Coal,"Auctioned at fixed price, with free allocation (intensity-based) for EITE sectors. ",Set price trajectory,Point source,"Yes, with quantitative limits",,,,,,,Singapore carbon tax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001071976261152,0.0010901561665632,0.0010856648172075,0.0010921808345762,0.0011081153966441,0.0011081153966441,0.0009959011792624,Tax_SG,Singapore carbon tax,Carbon tax,East Asia & Pacific,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.693853428,3.51024993,3.713606655,3.6856848,3.767897513,18.47882327,18.61920012,Singapore,Implemented,Carbon tax,High income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,138.7473994,154.147664,142.0877306,158.7593125,150.2729821
Tax_SL,Slovenia carbon tax,Carbon tax,Implemented,Slovenia,"46% of jurisdiction emissions, 0.0139% of global emissions",US$33 (€31),18.91928,20.32058,19.11996,,18.59577,33.28098,0.759103941,US$173 million (2024) (€161 million),83.92431362,140.448,156.1171132,80.2902225,90.5322522,172.9945,1.061315637,CO2,No,No,No,Yes,No,Yes,No,No,No,No,Coal; Diesel; Kerosene; Other oil products; Gasoline; Natural gas; LPG; ,Set price,Fixed price,Midstream,,,,,,,,Slovenia carbon tax,0.0,0.0,0.0,0.0,0.0,0.0,0.00031312420373,0.0003201737828418,0.0003169472256238,0.000304799278237,0.0002930829494389,0.000316482269056,0.0003232456161634,0.0003080694580086,0.0003033056409881,0.0002960978470859,0.0002894886573017,0.0002799322336437,0.0002853857546673,0.0002612600592049,0.0002500125454691,0.0002310422761324,0.0002213631612403,0.0002162047853083,0.0001973919836968,0.000200441520464,0.0002072031346135,0.0002075072218498,0.0002013904984588,0.0001938013426744,0.0001876561343734,0.0001809708058068,0.0,0.000138002499663,0.000138002499663,0.0001389084241685,Tax_SL,Slovenia carbon tax,Carbon tax,Europe & Central Asia,High income,US$/tCO2e,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6475,19.575,16.5575,16.835,17.67625,19.23264,18.4392,19.8576,18.58464,19.77736,18.49543,21.31533,19.43828,18.91928,20.32058,19.11996,0.0,18.59577,33.28098,Slovenia,Implemented,Carbon tax,High income,US$ millions,,,,,,,,,,0.0,29.6236,26.288,32.7129,56.5607,70.5744,58.0176,45.7668,39.1645,50.48,45.1072,40.6824,44.9128,71.763,140.7996,147.8304,139.86,82.34181269,84.39019007,86.20932666,83.92431362,140.448,156.1171132,80.2902225,90.5322522,172.9945
Tax_ZA,South Africa carbon tax,Carbon tax,Implemented,South Africa,"82% of jurisdiction emissions, 0.8084% of global emissions",US$13 (R236),7.059869921,9.150942752,9.83519223,8.925614268,10.08578223,12.84892173,0.819994117,"US$92 million (2024) (R1,689 million)",,36.72561145,96.77417774,102.8874269,119.8497123,92.17822214,1.509916609,"CO2, CH4, N2O, HFCs, SF6, PFCs",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Waste as fuel; Jet fuel; Coal,Set price,Set price trajectory. The Carbon Tax rate trajectory is set out in the 2022 Taxation Laws Amendment Act,Point source ,"Yes, with quantitative limits",,,,,,,South Africa carbon tax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0096402493700141,0.0090051186021372,0.0087613152924084,0.0084104948433616,0.008083644321311,0.008083644321311,0.008083644321311,Tax_ZA,South Africa carbon tax,Carbon tax,Sub-Saharan Africa,Upper middle income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.059869921,9.150942752,9.83519223,8.925614268,10.08578223,12.84892173,South Africa,Implemented,Carbon tax,Upper middle income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.72561145,96.77417774,102.8874269,119.8497123,92.17822214
Tax_ES,Spain carbon tax,Carbon tax,Implemented,Spain,"2% of jurisdiction emissions, 0.0108% of global emissions",US$16 (€15),16.404,17.619,16.578,16.3125,16.1235,16.182,-0.013533285,US$118 million (2024) (€110 million),124.839,123.2,83.188,99.0375,103.227,118.195,-0.053220548,"HFCs, PFCs, SF6",No,Yes,No,No,No,No,No,No,No,No,Non-fuel emissions,Set price,"Formula-based price based on the multiplication of 0,015 coefficient and fluorinate’s GWP. General rate of EUR 15/tCO2e, price floor or minimum rate of EUR 4,39/tCO2 for a few high GWP fluorinates (EUR100/kg fluorinate cap or price ceiling applies)",Upstream,Not permitted,,,,,,,Spain carbon tax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000131056997439,0.0001363371216671,0.0001323084231571,0.0001353315079475,0.0001296717398099,0.0001221821861424,0.000111851195208,0.0001136996511063,0.0001114679789478,0.0001023787528036,0.0001023787528036,0.0001077671082143,Tax_ES,Spain carbon tax,Carbon tax,Europe & Central Asia,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,27.58,21.51,22.864,21.382,24.642,16.854,16.404,17.619,16.578,16.3125,16.1235,16.182,Spain,Implemented,Carbon tax,High income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,42.4328,109.89,,199.71,128.2251762,124.839,123.2,83.188,99.0375,103.227,118.195
Tax_SE,Sweden carbon tax,Carbon tax,Implemented,Sweden,"40% of jurisdiction emissions, 0.0371% of global emissions","US$145 (SEK1,450)",119.4323451,136.0995471,129.8881046,125.5565536,123.696076,144.6246989,0.210934097,"US$2,306 million (2024) (SEK24,400 million)",2477.778243,2143.531836,2487.789747,2137.894174,2073.560718,2306.382062,-0.069173334,CO2,Yes,Yes,Yes,Yes,In principle,Yes,Yes,No,No,No,"Diesel, Other oil products, Gasoline, Kerosene, LPG, Natural gas, Jet fuel, Coal",Set price,The price is set by the Government ,Upstream,Not permitted,,,,,,,Sweden carbon tax,0.0,0.0009165087575015,0.0009511517441586,0.0009564463392125,0.000982,0.0009491449313436,0.0009922568118221,0.0009196534391878,0.0009196898764697,0.0009003491321464,0.0008360697263994,0.0008271682324505,0.0008361159301403,0.0008063229479481,0.0007615692839409,0.0006873374608571,0.0006727339482024,0.0006302390047663,0.0006119409595949,0.0005733488026514,0.0005956215579357,0.0005394586189977,0.0005090721447866,0.0004838785313377,0.0004687838779217,0.0004703235261212,0.0004663428596543,0.0004525372287445,0.0004207660635688,0.0004162145661411,0.0004220163719337,0.0004182814154476,0.0003858479772098,0.0003709631193737,0.0003709631193737,0.0003709631193737,Tax_SE,Sweden carbon tax,Carbon tax,Europe & Central Asia,High income,US$/tCO2e,,,,,43.43382729,46.11732791,55.64830273,49.12047793,46.27603027,44.61863129,42.67589389,51.02286402,60.94316808,89.64907107,120.5298013,128.8039632,118.7863138,132.8571429,168.8257417,126.5822785,145.4797368,166.0735469,163.1198175,165.7407692,167.4210951,129.8114257,137.8291903,126.4915933,141.1550792,127.5344775,119.4323451,136.0995471,129.8881046,125.5565536,123.696076,144.6246989,Sweden,Implemented,Carbon tax,High income,US$ millions,,1397.531435,1578.152357,1366.283545,1411.995671,1570.200179,2058.570977,1613.590853,1623.377438,1510.438909,1369.304965,1564.130936,2182.854013,2977.555486,3501.821795,3251.830627,3410.61337,3654.836364,4260.73951,3417.240249,3494.279322,4024.589514,3625.201057,3604.848267,3491.239358,2963.37336,2695.653082,2793.39249,2656.279646,2477.778243,2143.531836,2487.789747,2137.894174,2073.560718,2306.382062
Tax_CH,Switzerland carbon tax,Carbon tax,Implemented,Switzerland,"35% of jurisdiction emissions, 0.0287% of global emissions",US$136 (Sfr120),99.44064636,101.4745521,129.8560762,130.8115768,132.122213,136.0389978,0.368042172,"US$1,426 million (2024) (Sfr1,285 million)",1213.416807,1237.135167,1260.404281,1555.734888,1187.635274,1425.876609,0.175092187,CO2,In principle,In principle,In principle,No,No,Yes,In principle,No,No,No,"Other oil products, Kerosene, LPG, Natural gas, Coal","Set price, Rebates",The price is set by the Government,Upstream,"Yes, with quantitative limits",,,,,,,Switzerland carbon tax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004377388437993,0.0004273663624042,0.0004202140067771,0.0003783210094003,0.0003834194874817,0.0003861983999787,0.0003573797681987,0.000353648732014,0.0003553606281401,0.0003430758573734,0.0003264784325893,0.0003235510783171,0.0003191677800029,0.0003171710671137,0.000293387053001,0.0002871101485946,0.0002871101485946,0.0002871101485946,Tax_CH,Switzerland carbon tax,Carbon tax,Europe & Central Asia,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,11.91895113,21.03786816,34.21077639,39.01593151,39.86269516,37.81115429,67.94247537,61.95786865,87.58210823,83.91608392,100.3344482,96.46302251,99.44064636,101.4745521,129.8560762,130.8115768,132.122213,136.0389978,Switzerland,Implemented,Carbon tax,High income,US$ millions,,,,,,,,,,,,,,,,,,,215.9337409,200.1291156,550.8276443,588.6524823,581.955202,686.8451688,853.4385569,902.2396773,1029.457046,1107.634543,1179.48976,1213.416807,1237.135167,1260.404281,1555.734888,1187.635274,1425.876609
ETS_CH,Switzerland ETS,ETS,Implemented,Switzerland,"13% of jurisdiction emissions, 0.0107% of global emissions",US$65 (€60),19.84884,46.10305,65.59362,93.80775,59.173245,64.749576,2.262134009,US$50 million (2024) (Sfr45 million),8.712732635,8.270122305,18.93428704,45.65282985,38.74602159,49.9576117,5x,"CO2, N2O, CH4, HFCs, PFCs, SF6, NF3",Yes,Yes,Yes,No,Yes,No,No,No,No,No,Other oil products; Kerosene; Natural gas; Coal,"Free allocation (Intensity-based), Auctioning","None (linked with EU ETS, no offsets)","Point Source, Aviation",Not permitted,"The Switzerland Emissions Trading System is a mandatory cap-and-trade system. The total amount of emission allowances is determined top-down and decreases annually. The ETS started in 2008 with a five-year phase during which companies could voluntarily join as an alternative to facing the Switzerland carbon tax (CO2 levy on fossil fuels). Starting from 2013, the ETS became mandatory for large energy-intensive industries and medium-sized industries could voluntarily join. Participants in the ETS continue to be exempted from the CO2 levy. On January 1, 2020, the linking of the Swiss and EU ETS came into force.  Ratification of the agreement by the EU and Switzerland was announced on December 12, 2019 and followed legislative revisions required for the Swiss ETS to be compatible with the EU ETS and comply with the agreement. With the linking agreement now in effect, covered entities in the Switzerland ETS can use allowances from the EU ETS for compliance, and vice versa. However, the two systems run separate auctions. The revised ‘Ordinance on the Reduction of CO2 Emissions (CO2 Ordinance),’ was adopted in November 2020, which embedded the new legal base for the Swiss ETS into the partially revised “CO2 Act” – the core framework of Switzerland’s climate legislation – that entered into force in January 2021.
","After a revision of the CO2 Act failed to pass a referendum in June 2021, the Swiss Parliament extended the current CO2 Act to 2024. This included the target to reduce emissions by 1.5% per year compared to 1990 levels. In November 2022, the Swiss Federal Council published a new proposal for a revision of the CO2 Act that covers the period from 2025 to 2030, including Switzerland’s 50% emission reduction target for 2030. The proposal includes provisions to align the Swiss ETS with the revised EU ETS.
 
In November 2023, the EU and Switzerland concluded the 2024 emission allowance transfer arrangements between their systems. From January 2024, daily transfers, with exceptions for specific dates, replaced the previous twice-weekly schedule. Details on the 2025 arrangements are anticipated by the end of 2024. ","The Switzerland ETS applies to GHG emissions (CO2, NO2, CH4, HFCs, NF3, SF6 and PFCs) from fuel use in the industry, power and aviation sectors and industrial process emissions.","Free allocation (Intensity-based), Auctioning
",Annual,"Switzerland's ETS has been linked with the EU ETS since January 2020. Prior to that, revisions were made to align with the EU ETS legislative framework.
 
Covered entities in the Swiss ETS can use allowances from the EU ETS for compliance, and vice versa. The two systems run separate auctions. Market participants from the EEA need an account in the Swiss Emissions Trading Register in order to participate. Allowance transfers between the EU and Swiss registries are generally executed bi-monthly on pre-announced dates. 


In 2024, allowance transfers between the EU and Swiss registries will be executed on a daily basis, with specific exceptions for certain dates. This arrangement follows an agreement reached in November 2023 by the Joint Committee overseeing the EU and Swiss linking agreement. The 2024 arrangements cover a 12-month period, with information on 2025 arrangements expected before the end of 2024. ",Switzerland ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001500818893026,0.0001465256099671,0.0001440733737521,0.0001297100603658,0.0001314581099937,0.0001324108799927,0.0001225302062395,0.0001212509938333,0.000121837929648,0.0001176260082423,0.000111935462602,0.0001109317982801,0.0001094289531438,0.0001087443658675,0.0001005898467432,9.843776523243552e-05,9.843776523243552e-05,0.0001066409123351,ETS_CH,Switzerland ETS,ETS,Europe & Central Asia,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,25.4538,24.0408,0.0,55.50475,12.906,10.2888,6.94915,9.24075,8.03374,19.84884,46.10305,65.59362,93.80775,59.173245,64.749576,Switzerland,Implemented,ETS,High income,US$ millions,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,9.372840782,5.056454438,4.117089583,4.903205272,4.441529604,8.712732635,8.270122305,18.93428704,45.65282985,38.74602159,49.9576117
Tax_MX_TA,Tamaulipas carbon tax,Carbon tax,Implemented,Tamaulipas,"48% of jurisdiction emissions, 0.0364% of global emissions",US$17 (MXN339),,,13.10272537,17.25022864,19.6598118,16.6719879,0.272406116,"US$82 million (2024) (MXN1,512 million)",,,,1.846264051,,82.19438055,44x,"CO2, CH4, N2O, HFCs, SF6, PFCs",Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Coal,Set price,Fixed price,Point source,"Yes, with quantitative limits",,,,,,,Tamaulipas carbon tax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003702584973121,0.000376283309919,0.0,0.0,Tax_MX_TA,Tamaulipas carbon tax,Carbon tax,Latin America & Caribbean,Upper middle income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.10272537,17.25022864,19.6598118,16.6719879,Tamaulipas,Implemented,Carbon tax,Upper middle income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.846264051,0.0,82.19438055
ETS_CN_Tianjin,Tianjin pilot ETS,ETS,Implemented,Tianjin,"18% of jurisdiction emissions, 0.0665% of global emissions",US$5 (RMB39),2.815275686,3.804364367,4.403346543,4.603625246,4.70885796,5.296901656,0.881485953,US$ million (2024) (RMB million),,8.036245222,11.70754352,12.74451197,,,,CO2,No,Yes,Yes,No,In principle,No,No,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Coal,"Free allocation (Grandfathering), Free allocation (Intensity-based), Auctioning",None (ad-hoc auctions),Point Source,"Yes, with quantitative limit","Tianjin launched its pilot ETS in 2013. The Tianjin pilot ETS is a cap-and-trade system. Covered entities must surrender one allowance per tCO2e emitted for all their covered emissions. The system covers; iron and steel; petrochemicals; chemicals; oil and gas exploration; papermaking; aviation; and building materials. The Tianjin pilot ETS operates in parallel with the China national ETS. A cap limits the total emissions allowed in the system. the cap was set at 75 MtCO2 in 2021 and 2022, and 74 MtCO2 in 2023. As the national ETS expands to new sectors, covered entities in these sectors will be integrated into the national ETS.  ","In June 2024, the Tianjin Pilot ETS completed the compliance process for 2023, with a reported 100% compliance rate for the ninth consecutive year.

In August, Tianjin launched a public consultation on “Tianjin Work Plan for Expanding the Scope of the Coverage of the Local Carbon Emissions Trading Market,” where the government proposed including maritime, domestic aviation and data centers into the current ETS scope. The public consultation ended in early September 2024, and final decisions are to be announced. The proposed scope expansion is anticipated to apply to 150 entities, covering an additional 300 MtCO2 of emissions annually. 

In September, the Tianjin Ecology and Environment Bureau (EEB) published the 2024 allocation plan. A total of 159 entities were covered in 2024","The coverage threshold is 20,000 tCO2/year, considering both direct and indirect emissions. Covered entities come from the Iron and steel, petrochemicals, chemicals, oil and gas exploration, papermaking, aviation, and building materials sectors. Electricity production was covered until 2020, after which it transitioned to the China national ETS. ","Free allocation (Grandfathering), Auctioning",Annual,Coverage of power sector emissions was transferred to the the Chinese national ETS. ,Tianjin pilot ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012729507383079,0.0012046226941596,0.0011336163844474,0.0010881125724128,0.0010849964745466,0.0011104276624722,0.0010998654046752,0.0014525427560255,0.001454378305299,0.0014431777885227,0.0013971997037422,0.0006646236096225,0.0006646236096225,ETS_CN_Tianjin,Tianjin pilot ETS,ETS,East Asia & Pacific,Upper middle income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.692405249,4.207767686,3.584246024,1.966332898,1.356088855,1.725268176,2.815275686,3.804364367,4.403346543,4.603625246,4.70885796,5.296901656,Tianjin,Implemented,ETS,Upper middle income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,8.036245222,11.70754352,12.74451197,0.0,
ETS_JP_Tokyo,Tokyo CaT,ETS,Implemented,Tokyo,"19% of jurisdiction emissions, 0.0218% of global emissions",US$4 (JPY600),5.577244841,4.874086109,4.41898527,5.244231346,36.91496374,4.005340454,-0.281842457,US$ million (2024) (JPY million),,,,,,,,CO2,In principle,Yes,Yes,No,No,In principle,No,No,Yes,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Coal,Free allocation (Grandfathering),"None (baseline approach, no corridor)",Downstream,"Yes, with partial limit","The Tokyo Cap-and-Trade Program is a baseline-and-credit system. Launched in April 2010, the Tokyo CaT is Japan's first mandatory carbon market and is linked to the Saitama ETS. The Tokyo CaT introduced mandatory emission reduction targets for large emitters.

Each covered facility has its own cap, which serves as the “baseline” from which it must achieve its reduction target. Facilities’ baselines are calculated using base-year emissions and a compliance factor. Compliance factors are determined based on the type of facility and factors such as expected energy efficiency gains and the extent to which they consume energy supplied by other facilities.
","Tokyo Metropolitan Government's Cap-and-Trade Program concluded its third compliance period (FY2020 to FY2024) in March 2025. The government has announced three updates for the fourth compliance period (FY 2025 to FY 2029). First, the compliance factor will rise to 50% for office buildings and 48% for factories. Second, all off-site renewable energy will count as zero-emissions, and renewable energy certificates can be used to discount energy-related CO2 emissions.Finally, from April 2025 onwards, a new system will limit credits to those achieved through energy efficiency or renewable energy.","The Tokyo CaT applies to energy-use related CO2 emissions from the industry, power and buildings sectors.",Free allocation (Grandfathering),Other,"The Tokyo CaT is linked to the Saitama ETS and operators can use credits from the Saitama ETS to meet their compliance obligations. 
",Tokyo CaT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002734468507892,0.0002655522198824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ETS_JP_Tokyo,Tokyo CaT,ETS,East Asia & Pacific,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,0.0,0.0,116.8594035,86.27116839,67.7834802,37.51563151,13.36898396,13.38688086,6.121103682,5.851638459,5.577244841,4.874086109,4.41898527,5.244231346,36.91496374,4.005340454,Tokyo,Implemented,ETS,High income,US$ millions,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,
Tax_UA,Ukraine carbon tax,Carbon tax,Implemented,Ukraine,"32% of jurisdiction emissions, 0.1306% of global emissions",US$1 (UAH30),0.384615385,0.35942004,1.025469238,0.820375951,0.767756283,0.730410393,0.899067022,"US$80 million (2024) (UAH3,300 million)",,32.18362357,43.46708291,112.8016161,85.93438086,79.70417674,1.476544525,CO2,Yes,Yes,Yes,No,No,Yes,No,No,In principle,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Coal,Set price,Set price,Point source,Not permitted,,,,,,,Ukraine carbon tax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029559947099431,0.0028561840747829,0.0027529711288324,0.0023941674256362,0.0020364430756801,0.0020733408968829,0.0018730108260272,0.001913971631962,0.0018525047665768,0.0018654150612892,0.0017470807263227,0.0013329563886333,0.0013056207726949,0.0013056207726949,0.0013056207726949,Tax_UA,Ukraine carbon tax,Carbon tax,Europe & Central Asia,Upper middle income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012692308,0.013668267,0.015442561,0.368369447,0.384615385,0.35942004,1.025469238,0.820375951,0.767756283,0.730410393,Ukraine,Implemented,Carbon tax,Upper middle income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,,,3.538958134,3.808750893,,,32.18362357,43.46708291,112.8016161,85.93438086,79.70417674
